"species_id","english_common_name","sporder","family","genus","species","mass","sd","sex","subspecies","location","name_mismatch","name_notes","not_in_dunning","close_genus","close_species","close_subspecies","close_species_notes","aou"
1308,"Sagebrush Sparrow","Passeriformes","Passerellidae","Amphispiza","belli",17.7,0.3,"f","nevadensis","Arizona, USA",NA,NA,NA,NA,NA,NA,NA,NA
1308,"Sagebrush Sparrow","Passeriformes","Passerellidae","Amphispiza","belli",18.5,0.2,"m","nevadensis","Arizona, USA",NA,NA,NA,NA,NA,NA,NA,NA
1308,"Sagebrush Sparrow","Passeriformes","Passerellidae","Artemisiospiza","nevadensis",NA,NA,NA,NA,NA,NA,NA,1,"Amphispiza","belli","nevadensis","Split in 2013: Belli & nevadensis previously one species called ""sage sparrow""",5738
1309,"Bell's Sparrow","Passeriformes","Passerellidae","Artemisiospiza","belli",NA,NA,NA,NA,NA,NA,NA,1,"Amphispiza","belli","belli","Split in 2013: Belli & nevadensis previously one species called ""sage sparrow""",5739
1311,"Lark Bunting","Passeriformes","Passerellidae","Calamospiza","melanocorys",37.6,3.7,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,6050
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",17,0.8,"f",NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,5420
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",17.1,1.6,"f","oblitus","Minnesota, USA",NA,NA,NA,NA,NA,NA,NA,5420
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",18,1.4,"m","oblitus","Minnesota, USA",NA,NA,NA,NA,NA,NA,NA,5420
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",19.5,2.3,"f",NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA,5420
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",20.4,0.8,"m","beldingi","Baja California Norte, Mexico",NA,NA,NA,NA,NA,NA,NA,5420
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",20.6,1.4,"m",NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA,5420
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",22.7,1.1,"m","atratus","Sonora, Mexico",NA,NA,NA,NA,NA,NA,NA,5420
1312,"Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",26,NA,NA,"princeps","Sable Is., Canada",NA,NA,NA,NA,NA,NA,NA,5420
1313,"Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",17,2.8,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5460
1313,"Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",17.2,1,"m","floridanus","Florida, USA",NA,NA,NA,NA,NA,NA,NA,5460
1313,"Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",17.9,NA,NA,"pratensis","Connecticut, USA",NA,NA,NA,NA,NA,NA,NA,5460
1313,"Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",18.4,NA,"f","floridanus","Florida, USA",NA,NA,NA,NA,NA,NA,NA,5460
1314,"Baird's Sparrow","Passeriformes","Passerellidae","Centronyx","bairdii",17.5,1.4,NA,NA,"Arizona, USA",1,"Ammodramus bairdii",NA,NA,NA,NA,NA,5450
1314,"Baird's Sparrow","Passeriformes","Passerellidae","Centronyx","bairdii",17.8,NA,"f",NA,"Saskatchewan, Canada",1,"Ammodramus bairdii",NA,NA,NA,NA,NA,5450
1314,"Baird's Sparrow","Passeriformes","Passerellidae","Centronyx","bairdii",18.9,NA,"m",NA,"Saskatchewan, Canada",1,"Ammodramus bairdii",NA,NA,NA,NA,NA,5450
1315,"Henslow's Sparrow","Passeriformes","Passerellidae","Centronyx","henslowii",12.8,NA,NA,NA,NA,1,"Ammodramus henslowii",NA,NA,NA,NA,NA,5470
1316,"LeConte's Sparrow","Passeriformes","Passerellidae","Ammospiza","leconteii",13,1.2,NA,NA,"Minnesota, USA",1,"Ammodramus lecontei",NA,NA,NA,NA,NA,5480
1317,"Seaside Sparrow","Passeriformes","Passerellidae","Ammospiza","maritima",19.8,1.1,"f","peninsulae","Florida, USA",1,"Ammodramus maritimus peninsulae",NA,NA,NA,NA,NA,5500
1317,"Seaside Sparrow","Passeriformes","Passerellidae","Ammospiza","maritima",22.2,1.7,"f","maritimus","New York, USA",1,"Ammodramus maritimus maritimus",NA,NA,NA,NA,NA,5500
1317,"Seaside Sparrow","Passeriformes","Passerellidae","Ammospiza","maritima",22.6,1.4,"m","peninsulae","Florida, USA",1,"Ammodramus maritimus peninsulae",NA,NA,NA,NA,NA,5500
1317,"Seaside Sparrow","Passeriformes","Passerellidae","Ammospiza","maritima",24.3,1.4,"m","maritimus","New York, USA",1,"Ammodramus maritimus maritimus",NA,NA,NA,NA,NA,5500
1318,"Nelson's Sparrow","Passeriformes","Passerellidae","Ammospiza","nelsoni",13.9,NA,"f",NA,"North Dakota, USA",1,"Ammodramus nelsoni",NA,NA,NA,NA,NA,5491
1318,"Nelson's Sparrow","Passeriformes","Passerellidae","Ammospiza","nelsoni",14.8,0.8,"m",NA,"North Dakota, USA",1,"Ammodramus nelsoni",NA,NA,NA,NA,NA,5491
1318,"Nelson's Sparrow","Passeriformes","Passerellidae","Ammospiza","nelsoni",16.8,NA,NA,NA,"Ontario, Canada",1,"Ammodramus nelsoni",NA,NA,NA,NA,NA,5491
1319,"Saltmarsh Sparrow","Passeriformes","Passerellidae","Ammospiza","caudacuta",17.8,NA,"f",NA,"New Jersey, USA",1,"Ammodramus caudacutus",NA,NA,NA,NA,NA,5490
1319,"Saltmarsh Sparrow","Passeriformes","Passerellidae","Ammospiza","caudacuta",20.7,NA,"m",NA,"New Jersey, USA",1,"Ammodramus caudacutus",NA,NA,NA,NA,NA,5490
1321,"Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca",30.4,NA,NA,"schistacea",NA,NA,NA,NA,NA,NA,NA,NA,5850
1321,"Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca",32.3,NA,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,5850
1321,"Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca",32.5,NA,NA,"megarhyncha",NA,NA,NA,NA,NA,NA,NA,NA,5850
1321,"Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca",35.3,2.1,NA,"iliaca","Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5850
1321,"Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca",36.1,NA,NA,"unalaschensis",NA,NA,NA,NA,NA,NA,NA,NA,5850
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",18.6,0.8,NA,"pusillula","California, USA",NA,NA,NA,NA,NA,NA,NA,5810
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",18.8,1.2,NA,"samuelis","California, USA",NA,NA,NA,NA,NA,NA,NA,5810
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",19.5,1.3,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5810
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",20,0.9,NA,"gouldii","California, USA",NA,NA,NA,NA,NA,NA,NA,5810
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",20.5,1.1,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5810
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",20.8,0.9,NA,"maxillaris","California, USA",NA,NA,NA,NA,NA,NA,NA,5810
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",21.6,NA,NA,"micronyx","California, USA; calculated",NA,NA,NA,NA,NA,NA,NA,5810
1322,"Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",42.4,NA,NA,"maxima","Alaska, USA",NA,NA,NA,NA,NA,NA,NA,5810
1323,"Lincoln's Sparrow","Passeriformes","Passerellidae","Melospiza","lincolnii",16.6,1.2,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5830
1324,"Swamp Sparrow","Passeriformes","Passerellidae","Melospiza","georgiana",16.1,1.2,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5840
1326,"White-throated Sparrow","Passeriformes","Passerellidae","Zonotrichia","albicollis",24.4,1.7,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5580
1327,"Harris's Sparrow","Passeriformes","Passerellidae","Zonotrichia","querula",33.7,2.2,"f",NA,"Northwest Terr., Canada",NA,NA,NA,NA,NA,NA,NA,5530
1327,"Harris's Sparrow","Passeriformes","Passerellidae","Zonotrichia","querula",37.4,2,"m",NA,"Northwest Terr., Canada",NA,NA,NA,NA,NA,NA,NA,5530
1328,"White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys",25.3,1.8,NA,"pugetensis","California, USA",NA,NA,NA,NA,NA,NA,NA,5540
1328,"White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys",25.5,1.7,NA,"gambelii","California, USA",NA,NA,NA,NA,NA,NA,NA,5540
1328,"White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys",28.4,1.9,NA,"oriantha","Oregon, USA",NA,NA,NA,NA,NA,NA,NA,5540
1328,"White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys",29.4,1,NA,"leucophrys","Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5540
1328,"White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys",32,2.2,NA,"nuttalli","California, USA",NA,NA,NA,NA,NA,NA,NA,5540
1329,"Golden-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","atricapilla",31.7,2.2,"m",NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA,5570
1329,"Golden-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","atricapilla",32.3,0.9,"f",NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA,5570
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",17.5,0.9,"f","cismontanus","Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",17.9,1,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",18.2,1.3,NA,"mearnsi","Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",19,1,"m","cismontanus","Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",19.3,1,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",19.6,1.1,NA,"caniceps","Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",20.8,NA,NA,"carolinensis","Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",21.8,1.4,NA,"dorsalis","Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5677
1335,"(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",22,NA,"m","aikeni",NA,NA,NA,NA,NA,NA,NA,NA,5677
1337,"Yellow-eyed Junco","Passeriformes","Passerellidae","Junco","phaeonotus",20.4,1.1,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5700
1341,"Yellow-breasted Chat","Passeriformes","Icteriidae","Icteria","virens",24.4,0.9,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6830
1341,"Yellow-breasted Chat","Passeriformes","Icteriidae","Icteria","virens",25.4,1.1,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6830
1342,"Yellow-headed Blackbird","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus",49.3,4,"f",NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA,4970
1342,"Yellow-headed Blackbird","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus",79.7,NA,"m",NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA,4970
1343,"Bobolink","Passeriformes","Icteridae","Dolichonyx","oryzivorus",29.2,2.1,"f",NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA,4940
1343,"Bobolink","Passeriformes","Icteridae","Dolichonyx","oryzivorus",33.9,2.1,"m",NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA,4940
1344,"Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",76,NA,"f",NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA,5010
1344,"Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",77.5,NA,"f","alticola","Mexico",NA,NA,NA,NA,NA,NA,NA,5010
1344,"Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",90.3,NA,"f","lilianae",NA,NA,NA,NA,NA,NA,NA,NA,5010
1344,"Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",98.3,NA,"m","alticola","Mexico",NA,NA,NA,NA,NA,NA,NA,5010
1344,"Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",102,11.2,"m",NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA,5010
1344,"Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",112,NA,"m","lilianae",NA,NA,NA,NA,NA,NA,NA,NA,5010
1345,"Western Meadowlark","Passeriformes","Icteridae","Sturnella","neglecta",89.4,NA,"f",NA,"Great Plains, USA",NA,NA,NA,NA,NA,NA,NA,5011
1345,"Western Meadowlark","Passeriformes","Icteridae","Sturnella","neglecta",112,NA,"m",NA,"Great Plains, USA",NA,NA,NA,NA,NA,NA,NA,5011
1354,"Orchard Oriole","Passeriformes","Icteridae","Icterus","spurius",19,NA,"m","fuertesi","Mexico",NA,NA,NA,NA,NA,NA,NA,5060
1354,"Orchard Oriole","Passeriformes","Icteridae","Icterus","spurius",19.9,NA,NA,NA,"Nebraska, USA",NA,NA,NA,NA,NA,NA,NA,5060
1355,"Hooded Oriole","Passeriformes","Icteridae","Icterus","cucullatus",24.3,2,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5050
1359,"Bullock's Oriole","Passeriformes","Icteridae","Icterus","bullockii",37.9,NA,NA,NA,"Oklahoma, USA",NA,NA,NA,NA,NA,NA,NA,5080
1361,"Spot-breasted Oriole","Passeriformes","Icteridae","Icterus","pectoralis",46.5,NA,"m",NA,"Western Mexico; El Salvador",NA,NA,NA,NA,NA,NA,NA,5032
1362,"Altamira Oriole","Passeriformes","Icteridae","Icterus","gularis",51.5,NA,"f","yucatanensis","Yucatan, Mexico",NA,NA,NA,NA,NA,NA,NA,5031
1362,"Altamira Oriole","Passeriformes","Icteridae","Icterus","gularis",59.1,NA,"m","yucatanensis","Yucatan, Mexico",NA,NA,NA,NA,NA,NA,NA,5031
1363,"Audubon's Oriole","Passeriformes","Icteridae","Icterus","graduacauda",42.2,4.9,NA,NA,"Mexico",NA,NA,NA,NA,NA,NA,NA,5030
1364,"Baltimore Oriole","Passeriformes","Icteridae","Icterus","galbula",31.8,1.6,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5070
1364,"Baltimore Oriole","Passeriformes","Icteridae","Icterus","galbula",33.9,2,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5070
1368,"Scott's Oriole","Passeriformes","Icteridae","Icterus","parisorum",35.6,NA,NA,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA,5040
1368,"Scott's Oriole","Passeriformes","Icteridae","Icterus","parisorum",37.4,2.3,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5040
1369,"Red-winged Blackbird","Passeriformes","Icteridae","Agelaius","phoeniceus",39.5,2.3,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,4980
1369,"Red-winged Blackbird","Passeriformes","Icteridae","Agelaius","phoeniceus",65.3,3.6,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,4980
1370,"Tricolored Blackbird","Passeriformes","Icteridae","Agelaius","tricolor",49.2,NA,"f",NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,5000
1370,"Tricolored Blackbird","Passeriformes","Icteridae","Agelaius","tricolor",68.2,3.6,"m",NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,5000
1372,"Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis",31.9,1,"f","minimus","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,4961
1372,"Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis",38.7,1.1,"m","minimus","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,4961
1372,"Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis",40,6.5,NA,NA,"Dominican Republic",NA,NA,NA,NA,NA,NA,NA,4961
1372,"Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis",44.9,4.3,"f","bonariensis","Argentina",NA,NA,NA,NA,NA,NA,NA,4961
1372,"Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis",55.5,7.6,"m","bonariensis","Argentina",NA,NA,NA,NA,NA,NA,NA,4961
1373,"Bronzed Cowbird","Passeriformes","Icteridae","Molothrus","aeneus",56.9,5.1,"f","aeneus","Texas, USA",NA,NA,NA,NA,NA,NA,NA,4960
1373,"Bronzed Cowbird","Passeriformes","Icteridae","Molothrus","aeneus",68.9,4.2,"m","aeneus","Texas, USA",NA,NA,NA,NA,NA,NA,NA,4960
1374,"Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",32,3.8,"f","obscurus","California, USA",NA,NA,NA,NA,NA,NA,NA,4950
1374,"Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",37.6,3.6,"f","artemisiae","California, USA",NA,NA,NA,NA,NA,NA,NA,4950
1374,"Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",38.1,2.5,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,4950
1374,"Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",40.2,3.4,"m","obscurus","California, USA",NA,NA,NA,NA,NA,NA,NA,4950
1374,"Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",47.5,3.7,"m","artemisiae","California, USA",NA,NA,NA,NA,NA,NA,NA,4950
1374,"Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",48.7,2.6,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,4950
1378,"Rusty Blackbird","Passeriformes","Icteridae","Euphagus","carolinus",55.2,3.6,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5090
1378,"Rusty Blackbird","Passeriformes","Icteridae","Euphagus","carolinus",64.3,2.4,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5090
1379,"Brewer's Blackbird","Passeriformes","Icteridae","Euphagus","cyanocephalus",58.1,4.9,"f",NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA,5100
1379,"Brewer's Blackbird","Passeriformes","Icteridae","Euphagus","cyanocephalus",67.2,3.2,"m",NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA,5100
1380,"Common Grackle","Passeriformes","Icteridae","Quiscalus","quiscula",92.2,7.3,"f",NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA,5110
1380,"Common Grackle","Passeriformes","Icteridae","Quiscalus","quiscula",120,7.1,"m",NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA,5110
1381,"Boat-tailed Grackle","Passeriformes","Icteridae","Quiscalus","major",111,8.9,"f",NA,"South Carolina, USA",NA,NA,NA,NA,NA,NA,NA,5130
1381,"Boat-tailed Grackle","Passeriformes","Icteridae","Quiscalus","major",206,14.3,"m",NA,"South Carolina, USA",NA,NA,NA,NA,NA,NA,NA,5130
1382,"Great-tailed Grackle","Passeriformes","Icteridae","Quiscalus","mexicanus",116,9.1,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA,5120
1382,"Great-tailed Grackle","Passeriformes","Icteridae","Quiscalus","mexicanus",222,18.5,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,5120
1384,"Ovenbird","Passeriformes","Parulidae","Seiurus","aurocapilla",18.8,1.2,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6740
1385,"Worm-eating Warbler","Passeriformes","Parulidae","Helmitheros","vermivorum",13.2,0.7,"m",NA,"Connecticut, USA",NA,NA,NA,NA,NA,NA,NA,6390
1385,"Worm-eating Warbler","Passeriformes","Parulidae","Helmitheros","vermivorum",15.2,2.2,"f",NA,"Connecticut, USA",NA,NA,NA,NA,NA,NA,NA,6390
1386,"Louisiana Waterthrush","Passeriformes","Parulidae","Parkesia","motacilla",19.9,NA,NA,NA,"Pennsylvania, USA",1,"Seiurus motacilla",NA,NA,NA,NA,NA,6760
1387,"Northern Waterthrush","Passeriformes","Parulidae","Parkesia","noveboracensis",16.3,1.1,NA,NA,"Pennsylvania, USA",1,"Seiurus noveboracensis",NA,NA,NA,NA,NA,6750
1388,"Golden-winged Warbler","Passeriformes","Parulidae","Vermivora","chrysoptera",8.6,0.6,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6420
1388,"Golden-winged Warbler","Passeriformes","Parulidae","Vermivora","chrysoptera",8.9,0.7,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6420
1389,"Blue-winged Warbler","Passeriformes","Parulidae","Vermivora","pinus",8.9,NA,NA,NA,"West Virginia, USA",NA,NA,NA,NA,NA,NA,NA,NA
1389,"Blue-winged Warbler","Passeriformes","Parulidae","Vermivora","cyanoptera",NA,NA,NA,NA,NA,1,"Vermivora pinus",1,"Vermivora","pinus",NA,"Pinus changed to cynaoptera in 2010",6410
1392,"Black-and-white Warbler","Passeriformes","Parulidae","Mniotilta","varia",10.9,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6360
1393,"Prothonotary Warbler","Passeriformes","Parulidae","Protonotaria","citrea",14.3,0.1,NA,NA,"Tennessee, USA",NA,NA,NA,NA,NA,NA,NA,6370
1394,"Swainson's Warbler","Passeriformes","Parulidae","Limnothlypis","swainsonii",18.9,1.7,NA,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA,6380
1396,"Tennessee Warbler","Passeriformes","Parulidae","Oreothlypis","peregrina",8.9,1.1,NA,NA,"El Salvador",1,"Vermivora peregrina",NA,NA,NA,NA,NA,6470
1397,"Orange-crowned Warbler","Passeriformes","Parulidae","Oreothlypis","celata",9,0.8,NA,NA,"California, USA",1,"Vermivora celata",NA,NA,NA,NA,NA,6460
1397,"Orange-crowned Warbler","Passeriformes","Parulidae","Oreothlypis","celata",9.4,0.8,NA,"sordida","Channel Is., California, USA",1,"Vermivora celata sordida",NA,NA,NA,NA,NA,6460
1399,"Lucy's Warbler","Passeriformes","Parulidae","Oreothlypis","luciae",6.6,0.5,NA,NA,"Arizona, USA",1,"Vermivora luciae",NA,NA,NA,NA,NA,6430
1400,"Nashville Warbler","Passeriformes","Parulidae","Oreothlypis","ruficapilla",7.9,0.4,"f",NA,"Pennsylvania, USA",1,"Vermivora ruficapilla",NA,NA,NA,NA,NA,6450
1400,"Nashville Warbler","Passeriformes","Parulidae","Oreothlypis","ruficapilla",8.3,0.5,"m",NA,"Pennsylvania, USA",1,"Vermivora ruficapilla",NA,NA,NA,NA,NA,6450
1401,"Virginia's Warbler","Passeriformes","Parulidae","Oreothlypis","virginiae",8.2,NA,NA,NA,"Arizona, USA",1,"Vermivora virginiae",NA,NA,NA,NA,NA,6440
1402,"Connecticut Warbler","Passeriformes","Parulidae","Oporornis","agilis",13.3,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6780
1404,"MacGillivray's Warbler","Passeriformes","Parulidae","Geothlypis","tolmiei",10.4,1.2,NA,NA,"Arizona, USA",1,"Oporornis tolmiei",NA,NA,NA,NA,NA,6800
1405,"Mourning Warbler","Passeriformes","Parulidae","Geothlypis","philadelphia",11.5,0.7,"f",NA,"Pennsylvania, USA",1,"Oporornis philadelphia",NA,NA,NA,NA,NA,6790
1405,"Mourning Warbler","Passeriformes","Parulidae","Geothlypis","philadelphia",12,0.7,"m",NA,"Pennsylvania, USA",1,"Oporornis philadelphia",NA,NA,NA,NA,NA,6790
1406,"Kentucky Warbler","Passeriformes","Parulidae","Geothlypis","formosa",14,NA,NA,NA,"Pennsylvania, USA",1,"Oporornis formosus",NA,NA,NA,NA,NA,6770
1410,"Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",9.2,0.6,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6810
1410,"Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",9.2,NA,"m","scirpicola","California, USA",NA,NA,NA,NA,NA,NA,NA,6810
1410,"Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",9.7,0.6,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6810
1410,"Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",10.1,NA,"m","occidentalis","Western USA",NA,NA,NA,NA,NA,NA,NA,6810
1412,"Hooded Warbler","Passeriformes","Parulidae","Setophaga","citrina",10.3,0.7,"f",NA,"Pennsylvania, USA",1,"Wilsonia citrina",NA,NA,NA,NA,NA,6840
1412,"Hooded Warbler","Passeriformes","Parulidae","Setophaga","citrina",10.8,0.6,"m",NA,"Pennsylvania, USA",1,"Wilsonia citrina",NA,NA,NA,NA,NA,6840
1413,"American Redstart","Passeriformes","Parulidae","Setophaga","ruticilla",8.1,0.6,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6870
1413,"American Redstart","Passeriformes","Parulidae","Setophaga","ruticilla",8.4,0.6,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6870
1414,"Kirtland's Warbler","Passeriformes","Parulidae","Setophaga","kirtlandii",13.6,0.6,"m",NA,"Michigan, USA",1,"Dendroica kirtlandii",NA,NA,NA,NA,NA,6700
1414,"Kirtland's Warbler","Passeriformes","Parulidae","Setophaga","kirtlandii",14.3,1.2,"f",NA,"Michigan, USA",1,"Dendroica kirtlandii",NA,NA,NA,NA,NA,6700
1415,"Cape May Warbler","Passeriformes","Parulidae","Setophaga","tigrina",9.8,0.6,"f",NA,"Pennsylvania, USA",1,"Dendroica tigrina",NA,NA,NA,NA,NA,6500
1415,"Cape May Warbler","Passeriformes","Parulidae","Setophaga","tigrina",10.3,0.6,"m",NA,"Pennsylvania, USA",1,"Dendroica tigrina",NA,NA,NA,NA,NA,6500
1416,"Cerulean Warbler","Passeriformes","Parulidae","Setophaga","cerulea",8.8,0.6,"f",NA,"Pennsylvania, USA",1,"Dendroica cerulea",NA,NA,NA,NA,NA,6580
