"species_id","english_common_name","sporder","family","genus","species","mass","sd","sex","subspecies","location","name_mismatch","name_notes","not_in_dunning","close_genus","close_species","close_subspecies","close_species_notes","aou"
1072,"Carolina Wren","Passeriformes","Troglodytidae","Thryothorus","ludovicianus",18.7,5.1,"f",NA,"Alabama, USA",NA,NA,NA,NA,NA,NA,NA,7180
1072,"Carolina Wren","Passeriformes","Troglodytidae","Thryothorus","ludovicianus",21.2,1.3,"m",NA,"Alabama, USA",NA,NA,NA,NA,NA,NA,NA,7180
1073,"Bewick's Wren","Passeriformes","Troglodytidae","Thryomanes","bewickii",9.9,0.8,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7190
1081,"Cactus Wren","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus",38.9,NA,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7130
1085,"Sinaloa Wren","Passeriformes","Troglodytidae","Thryophilus","sinaloa",15.1,1.4,NA,NA,"Jalisco, Mexico",1,"Thyrothorus sinaloa",NA,NA,NA,NA,NA,16600
1092,"Blue-gray Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","caerulea",5.8,0.3,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7510
1093,"California Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","californica",5.5,NA,NA,NA,"Baja California Sur, Mexico",NA,NA,NA,NA,NA,NA,NA,7530
1093,"California Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","californica",5.9,0.3,"f",NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,7530
1093,"California Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","californica",6.1,0.3,"m",NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,7530
1094,"Black-tailed Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","melanura",5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7520
1102,"Golden-crowned Kinglet","Passeriformes","Regulidae","Regulus","satrapa",6.1,0.1,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7480
1102,"Golden-crowned Kinglet","Passeriformes","Regulidae","Regulus","satrapa",6.3,0.1,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7480
1103,"Ruby-crowned Kinglet","Passeriformes","Regulidae","Regulus","calendula",5.9,0.3,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7490
1103,"Ruby-crowned Kinglet","Passeriformes","Regulidae","Regulus","calendula",6.5,0.3,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7490
1110,"Arctic Warbler","Passeriformes","Phylloscopidae","Phylloscopus","borealis",10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7470
1110,"Arctic Warbler","Passeriformes","Phylloscopidae","Phylloscopus","borealis",11.2,0.8,NA,NA,"Japan",NA,NA,NA,NA,NA,NA,NA,7470
1113,"Wrentit","Passeriformes","Sylviidae","Chamaea","fasciata",14.2,1.1,"f",NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,7420
1113,"Wrentit","Passeriformes","Sylviidae","Chamaea","fasciata",15.3,1.1,"m",NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,7420
1124,"Bluethroat","Passeriformes","Muscicapidae","Cyanecula","svecica",15.6,1.2,"f","pallidogularis","Siberia",1,"Luscinia svecica pallidogularis",NA,NA,NA,NA,NA,7640
1124,"Bluethroat","Passeriformes","Muscicapidae","Cyanecula","svecica",16.1,1.1,"m","pallidogularis","Siberia",1,"Luscinia svecica pallidogularis",NA,NA,NA,NA,NA,7640
1124,"Bluethroat","Passeriformes","Muscicapidae","Cyanecula","svecica",18.2,NA,NA,"svecica","Russia",1,"Luscinia svecica svecica",NA,NA,NA,NA,NA,7640
1124,"Bluethroat","Passeriformes","Muscicapidae","Cyanecula","svecica",19.3,NA,NA,"svecica","Alaska, USA",1,"Luscinia svecica svecica",NA,NA,NA,NA,NA,7640
1132,"Northern Wheatear","Passeriformes","Muscicapidae","Oenanthe","oenanthe",22.3,2.5,"f","oneanthe","Italy",NA,NA,NA,NA,NA,NA,NA,7650
1132,"Northern Wheatear","Passeriformes","Muscicapidae","Oenanthe","oenanthe",24,1.5,"m","oneanthe","Italy",NA,NA,NA,NA,NA,NA,NA,7650
1132,"Northern Wheatear","Passeriformes","Muscicapidae","Oenanthe","oenanthe",30.6,NA,NA,"leucorhoa","Scotland",NA,NA,NA,NA,NA,NA,NA,7650
1133,"Eastern Bluebird","Passeriformes","Turdidae","Sialia","sialis",27.5,3.3,NA,NA,"Eastern USA",NA,NA,NA,NA,NA,NA,NA,7660
1134,"Western Bluebird","Passeriformes","Turdidae","Sialia","mexicana",25.8,1.1,"m",NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7670
1134,"Western Bluebird","Passeriformes","Turdidae","Sialia","mexicana",27.1,1.3,"f",NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7670
1135,"Mountain Bluebird","Passeriformes","Turdidae","Sialia","currucoides",29.6,3,NA,NA,"Western USA",NA,NA,NA,NA,NA,NA,NA,7680
1136,"Townsend's Solitaire","Passeriformes","Turdidae","Myadestes","townsendi",33.2,2,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,7540
1144,"Veery","Passeriformes","Turdidae","Catharus","fuscescens",31.9,2.5,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7560
1145,"Gray-cheeked Thrush","Passeriformes","Turdidae","Catharus","minimus",30.6,3.3,"f",NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA,7570
1145,"Gray-cheeked Thrush","Passeriformes","Turdidae","Catharus","minimus",32.6,3.9,"m",NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA,7570
1146,"Bicknell's Thrush","Passeriformes","Turdidae","Catharus","bicknelli",27.5,1.5,"m",NA,"Vermont, USA",NA,NA,NA,NA,NA,NA,NA,7571
1146,"Bicknell's Thrush","Passeriformes","Turdidae","Catharus","bicknelli",28.1,3.5,"f",NA,"Vermont, USA",NA,NA,NA,NA,NA,NA,NA,7571
1147,"Swainson's Thrush","Passeriformes","Turdidae","Catharus","ustulatus",30.3,1.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7580
1148,"Hermit Thrush","Passeriformes","Turdidae","Catharus","guttatus",30.1,3.1,NA,NA,"Ontario, Canada",NA,NA,NA,NA,NA,NA,NA,7590
1149,"Wood Thrush","Passeriformes","Turdidae","Hylocichla","mustelina",47.8,3.3,"m",NA,"Delaware, USA",NA,NA,NA,NA,NA,NA,NA,7550
1149,"Wood Thrush","Passeriformes","Turdidae","Hylocichla","mustelina",52.5,4.4,"f",NA,"Delaware, USA",NA,NA,NA,NA,NA,NA,NA,7550
1162,"American Robin","Passeriformes","Turdidae","Turdus","migratorius",78.5,7.4,NA,NA,"Western USA",NA,NA,NA,NA,NA,NA,NA,7610
1164,"Varied Thrush","Passeriformes","Turdidae","Ixoreus","naevius",73.1,4.9,"m","meruloides",NA,NA,NA,NA,NA,NA,NA,NA,7630
1164,"Varied Thrush","Passeriformes","Turdidae","Ixoreus","naevius",78.4,6.3,"m","naevius",NA,NA,NA,NA,NA,NA,NA,NA,7630
1164,"Varied Thrush","Passeriformes","Turdidae","Ixoreus","naevius",78.4,5.1,"f","meruloides",NA,NA,NA,NA,NA,NA,NA,NA,7630
1164,"Varied Thrush","Passeriformes","Turdidae","Ixoreus","naevius",80.3,6.1,"f","naevius",NA,NA,NA,NA,NA,NA,NA,NA,7630
1169,"Gray Catbird","Passeriformes","Mimidae","Dumetella","carolinensis",35.3,2.5,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7040
1170,"Curve-billed Thrasher","Passeriformes","Mimidae","Toxostoma","curvirostre",75.8,4.4,"f","palmeri","Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7070
1170,"Curve-billed Thrasher","Passeriformes","Mimidae","Toxostoma","curvirostre",80.9,5,"m","palmeri","Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7070
1170,"Curve-billed Thrasher","Passeriformes","Mimidae","Toxostoma","curvirostre",85.2,6.1,NA,"curvirostre","Texas, USA",NA,NA,NA,NA,NA,NA,NA,7070
1172,"Brown Thrasher","Passeriformes","Mimidae","Toxostoma","rufum",68.8,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,7050
1173,"Long-billed Thrasher","Passeriformes","Mimidae","Toxostoma","longirostre",67.6,5.5,NA,"sennetti","Texas, USA",NA,NA,NA,NA,NA,NA,NA,7060
1175,"Bendire's Thrasher","Passeriformes","Mimidae","Toxostoma","bendirei",62.2,5.1,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7080
1177,"California Thrasher","Passeriformes","Mimidae","Toxostoma","redivivum",84.4,3.9,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,7100
1178,"LeConte's Thrasher","Passeriformes","Mimidae","Toxostoma","lecontei",61.9,NA,NA,NA,"Southwest USA; Mexico",NA,NA,NA,NA,NA,NA,NA,7110
1179,"Crissal Thrasher","Passeriformes","Mimidae","Toxostoma","crissale",62.7,4.3,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,7120
1180,"Sage Thrasher","Passeriformes","Mimidae","Oreoscoptes","montanus",44.2,NA,NA,NA,"Washington, USA",NA,NA,NA,NA,NA,NA,NA,7020
1181,"Bahama Mockingbird","Passeriformes","Mimidae","Mimus","gundlachii",66.8,8.8,NA,NA,"Bahamas",NA,NA,NA,NA,NA,NA,NA,7031
1184,"Northern Mockingbird","Passeriformes","Mimidae","Mimus","polyglottos",48.5,NA,NA,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA,7030
1185,"European Starling","Passeriformes","Sturnidae","Sturnus","vulgaris",62.1,NA,NA,"indicus",NA,NA,NA,NA,NA,NA,NA,NA,4930
1185,"European Starling","Passeriformes","Sturnidae","Sturnus","vulgaris",84.4,4.2,"f",NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA,4930
1185,"European Starling","Passeriformes","Sturnidae","Sturnus","vulgaris",87.6,4.8,"m",NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA,4930
1186,"Common Myna","Passeriformes","Sturnidae","Acridotheres","tristis",110,NA,NA,NA,"South Africa",NA,NA,NA,NA,NA,NA,NA,4932
1186,"Common Myna","Passeriformes","Sturnidae","Acridotheres","tristis",112,9.2,"f",NA,"Singapore",NA,NA,NA,NA,NA,NA,NA,4932
1186,"Common Myna","Passeriformes","Sturnidae","Acridotheres","tristis",114,7.2,"f",NA,"Hawaiian Is.",NA,NA,NA,NA,NA,NA,NA,4932
1186,"Common Myna","Passeriformes","Sturnidae","Acridotheres","tristis",120,9.1,"m",NA,"Singapore",NA,NA,NA,NA,NA,NA,NA,4932
1186,"Common Myna","Passeriformes","Sturnidae","Acridotheres","tristis",127,9,"m",NA,"Hawaiian Is.",NA,NA,NA,NA,NA,NA,NA,4932
1187,"Bohemian Waxwing","Passeriformes","Bombycillidae","Bombycilla","garrulus",52.5,NA,NA,NA,"Hopei, China",NA,NA,NA,NA,NA,NA,NA,6180
1187,"Bohemian Waxwing","Passeriformes","Bombycillidae","Bombycilla","garrulus",56.4,5.2,NA,NA,"Colorado, USA",NA,NA,NA,NA,NA,NA,NA,6180
1188,"Cedar Waxwing","Passeriformes","Bombycillidae","Bombycilla","cedrorum",30.6,2.2,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6190
1188,"Cedar Waxwing","Passeriformes","Bombycillidae","Bombycilla","cedrorum",32.6,2.3,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6190
1191,"Phainopepla","Passeriformes","Ptiliogonatidae","Phainopepla","nitens",22.1,NA,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,6200
1192,"Olive Warbler","Passeriformes","Peucedramidae","Peucedramus","taeniatus",11,0.6,NA,NA,"Coahuila, Mexico",NA,NA,NA,NA,NA,NA,NA,6510
1198,"House Sparrow","Passeriformes","Passeridae","Passer","domesticus",24.3,NA,NA,"indicus","Transvaal, South Africa",NA,NA,NA,NA,NA,NA,NA,6882
1198,"House Sparrow","Passeriformes","Passeridae","Passer","domesticus",27.4,2.2,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6882
1198,"House Sparrow","Passeriformes","Passeridae","Passer","domesticus",28,1.6,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,6882
1199,"Eurasian Tree Sparrow","Passeriformes","Passeridae","Passer","montanus",20.8,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,NA,6883
1199,"Eurasian Tree Sparrow","Passeriformes","Passeridae","Passer","montanus",22,1.2,NA,NA,"Missouri, USA",NA,NA,NA,NA,NA,NA,NA,6883
1200,"Eastern Yellow Wagtail","Passeriformes","Motacillidae","Motacilla","tschutschensis",13.9,NA,"f",NA,"Morocco",NA,NA,NA,NA,NA,NA,NA,6960
1200,"Eastern Yellow Wagtail","Passeriformes","Motacillidae","Motacilla","tschutschensis",14.9,NA,"m",NA,"Morocco",NA,NA,NA,NA,NA,NA,NA,6960
1203,"White Wagtail","Passeriformes","Motacillidae","Motacilla","alba",21,2.1,NA,"alba","Sweden",NA,NA,NA,NA,NA,NA,NA,6940
1203,"White Wagtail","Passeriformes","Motacillidae","Motacilla","alba",23.3,1.7,NA,"baicalensis","Mongolia",NA,NA,NA,NA,NA,NA,NA,6940
1203,"White Wagtail","Passeriformes","Motacillidae","Motacilla","alba",23.6,NA,NA,"personata","Northern China; Mongolia",NA,NA,NA,NA,NA,NA,NA,6940
1203,"White Wagtail","Passeriformes","Motacillidae","Motacilla","alba",24.4,NA,NA,"personata","Afghanistan",NA,NA,NA,NA,NA,NA,NA,6940
1203,"White Wagtail","Passeriformes","Motacillidae","Motacilla","alba",27.9,NA,NA,"lugens","Russia",NA,NA,NA,NA,NA,NA,NA,6940
1207,"Red-throated Pipit","Passeriformes","Motacillidae","Anthus","cervinus",20.9,NA,NA,NA,"Ethiopia",NA,NA,NA,NA,NA,NA,NA,6990
1208,"American Pipit","Passeriformes","Motacillidae","Anthus","rubescens",20,0.8,"f","alticola","Wyoming, USA",NA,NA,NA,NA,NA,NA,NA,6970
1208,"American Pipit","Passeriformes","Motacillidae","Anthus","rubescens",20.1,NA,"f",NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA,6970
1208,"American Pipit","Passeriformes","Motacillidae","Anthus","rubescens",21.1,1.4,"m","alticola","Wyoming, USA",NA,NA,NA,NA,NA,NA,NA,6970
1208,"American Pipit","Passeriformes","Motacillidae","Anthus","rubescens",21.6,NA,"m",NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA,6970
1209,"Sprague's Pipit","Passeriformes","Motacillidae","Anthus","spragueii",25.5,2.2,NA,NA,"Oklahoma & Texas, USA",NA,NA,NA,NA,NA,NA,NA,7000
1219,"Evening Grosbeak","Passeriformes","Fringillidae","Coccothraustes","vespertinus",54.6,3.5,"f",NA,"Utah, USA",NA,NA,NA,NA,NA,NA,NA,5140
1219,"Evening Grosbeak","Passeriformes","Fringillidae","Coccothraustes","vespertinus",55.7,3.3,"m",NA,"Utah, USA",NA,NA,NA,NA,NA,NA,NA,5140
1219,"Evening Grosbeak","Passeriformes","Fringillidae","Coccothraustes","vespertinus",59,3.9,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5140
1219,"Evening Grosbeak","Passeriformes","Fringillidae","Coccothraustes","vespertinus",60.1,3.6,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5140
1222,"Pine Grosbeak","Passeriformes","Fringillidae","Pinicola","enucleator",56.4,3.2,NA,NA,"Saskatchewan, Canada",NA,NA,NA,NA,NA,NA,NA,5150
1225,"Gray-crowned Rosy-Finch","Passeriformes","Fringillidae","Leucosticte","tephrocotis",24.6,1,NA,"dawsoni","California, USA",NA,NA,NA,NA,NA,NA,NA,5240
1225,"Gray-crowned Rosy-Finch","Passeriformes","Fringillidae","Leucosticte","tephrocotis",45.3,2.7,"m","griseonucha","Aleutian Is., USA",NA,NA,NA,NA,NA,NA,NA,5240
1225,"Gray-crowned Rosy-Finch","Passeriformes","Fringillidae","Leucosticte","tephrocotis",48.5,5.3,"f","griseonucha","Aleutian Is., USA",NA,NA,NA,NA,NA,NA,NA,5240
1226,"Black Rosy-Finch","Passeriformes","Fringillidae","Leucosticte","atrata",25.1,1.7,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,5250
1226,"Black Rosy-Finch","Passeriformes","Fringillidae","Leucosticte","atrata",25.4,2.3,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA,5250
1228,"House Finch","Passeriformes","Fringillidae","Haemorhous","mexicanus",21.4,1.3,NA,NA,"California, USA",1,"Carpodacus mexicanus",NA,NA,NA,NA,NA,5190
1229,"Purple Finch","Passeriformes","Fringillidae","Haemorhous","purpureus",23.3,NA,NA,NA,"Pennsylvania, USA",1,"Carpodacus purpureus",NA,NA,NA,NA,NA,5170
1230,"Cassin's Finch","Passeriformes","Fringillidae","Haemorhous","cassinii",26.5,2.4,NA,NA,"Arizona, USA",1,"Carpodacus cassinii",NA,NA,NA,NA,NA,5180
1234,"Common Redpoll","Passeriformes","Fringillidae","Acanthis","flammea",13,NA,NA,NA,"Alaska, USA",1,"Carduelis flammea",NA,NA,NA,NA,NA,5280
1235,"Hoary Redpoll","Passeriformes","Fringillidae","Acanthis","hornemanni",12.7,NA,NA,"exilipes","Alaska, USA",1,"Carduelis hornemanni exilipes",NA,NA,NA,NA,NA,5270
1235,"Hoary Redpoll","Passeriformes","Fringillidae","Acanthis","hornemanni",18.2,NA,NA,"hornemanni","Ellesmere Is., Canada",1,"Carduelis hornemanni hornemanni",NA,NA,NA,NA,NA,5270
1237,"Red Crossbill","Passeriformes","Fringillidae","Loxia","curvirostra",36.4,3.7,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5210
1237,"Red Crossbill","Passeriformes","Fringillidae","Loxia","curvirostra",38,NA,NA,"japonica","Hopei, China",NA,NA,NA,NA,NA,NA,NA,5210
1237,"Red Crossbill","Passeriformes","Fringillidae","Loxia","curvirostra",40.6,NA,NA,NA,"Great Britain",NA,NA,NA,NA,NA,NA,NA,5210
1240,"White-winged Crossbill","Passeriformes","Fringillidae","Loxia","leucoptera",24.4,1.5,"f","leucoptera","Canada",NA,NA,NA,NA,NA,NA,NA,5220
1240,"White-winged Crossbill","Passeriformes","Fringillidae","Loxia","leucoptera",26,1.3,"m","leucoptera","Canada",NA,NA,NA,NA,NA,NA,NA,5220
1240,"White-winged Crossbill","Passeriformes","Fringillidae","Loxia","leucoptera",30.7,NA,"m","bifasciata",NA,NA,NA,NA,NA,NA,NA,NA,5220
1240,"White-winged Crossbill","Passeriformes","Fringillidae","Loxia","leucoptera",34.8,NA,"f","bifasciata",NA,NA,NA,NA,NA,NA,NA,NA,5220
1242,"European Goldfinch","Passeriformes","Fringillidae","Carduelis","carduelis",16,NA,NA,NA,"Western Europe",NA,NA,NA,NA,NA,NA,NA,5261
1244,"Pine Siskin","Passeriformes","Fringillidae","Spinus","pinus",12.7,NA,NA,NA,"Pennsylvania, USA",1,"Carduelis pinus",NA,NA,NA,NA,NA,5330
1247,"Lesser Goldfinch","Passeriformes","Fringillidae","Spinus","psaltria",8.1,NA,NA,"witti","Tres Marias Is., Mexico",1,"Carduelis psaltria witti",NA,NA,NA,NA,NA,5300
1247,"Lesser Goldfinch","Passeriformes","Fringillidae","Spinus","psaltria",9.5,NA,NA,NA,"California, USA",1,"Carduelis psaltria",NA,NA,NA,NA,NA,5300
1248,"Lawrence's Goldfinch","Passeriformes","Fringillidae","Spinus","lawrencei",10.6,0.8,"m",NA,"California, USA",1,"Carduelis lawrencei",NA,NA,NA,NA,NA,5310
1248,"Lawrence's Goldfinch","Passeriformes","Fringillidae","Spinus","lawrencei",11.3,1,"f",NA,"California, USA",1,"Carduelis lawrencei",NA,NA,NA,NA,NA,5310
1249,"American Goldfinch","Passeriformes","Fringillidae","Spinus","tristis",12.5,0.7,"f",NA,"Pennsylvania, USA",1,"Carduelis tristis",NA,NA,NA,NA,NA,5290
1249,"American Goldfinch","Passeriformes","Fringillidae","Spinus","tristis",13.1,0.9,"m",NA,"Pennsylvania, USA",1,"Carduelis tristis",NA,NA,NA,NA,NA,5290
1250,"Lapland Longspur","Passeriformes","Calcariidae","Calcarius","lapponicus",27.4,1.5,"m",NA,"Nunavut, Canada",NA,NA,NA,NA,NA,NA,NA,5360
1250,"Lapland Longspur","Passeriformes","Calcariidae","Calcarius","lapponicus",28.3,2.9,"f",NA,"Nunavut, Canada",NA,NA,NA,NA,NA,NA,NA,5360
1251,"Chestnut-collared Longspur","Passeriformes","Calcariidae","Calcarius","ornatus",20.3,NA,NA,NA,"Saskatchewan, Canada",NA,NA,NA,NA,NA,NA,NA,5380
1252,"Smith's Longspur","Passeriformes","Calcariidae","Calcarius","pictus",25.3,NA,"f",NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA,5370
1252,"Smith's Longspur","Passeriformes","Calcariidae","Calcarius","pictus",28.1,NA,"m",NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA,5370
1253,"McCown's Longspur","Passeriformes","Calcariidae","Rhynchophanes","mccownii",24.7,NA,"f",NA,"Saskatchewan, Canada",1,"Calcarius mccownii",NA,NA,NA,NA,NA,5390
1253,"McCown's Longspur","Passeriformes","Calcariidae","Rhynchophanes","mccownii",26.7,NA,"m",NA,"Saskatchewan, Canada",1,"Calcarius mccownii",NA,NA,NA,NA,NA,5390
1254,"Snow Bunting","Passeriformes","Calcariidae","Plectrophenax","nivalis",42.2,5.5,NA,NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA,5340
1269,"Olive Sparrow","Passeriformes","Passerellidae","Arremonops","rufivirgatus",21.7,2.6,"f",NA,"South Texas, USA",NA,NA,NA,NA,NA,NA,NA,5860
1269,"Olive Sparrow","Passeriformes","Passerellidae","Arremonops","rufivirgatus",23.2,2.8,"m",NA,"South Texas, USA",NA,NA,NA,NA,NA,NA,NA,5860
1274,"Green-tailed Towhee","Passeriformes","Passerellidae","Pipilo","chlorurus",29.4,3.3,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5900
1275,"Spotted Towhee","Passeriformes","Passerellidae","Pipilo","maculatus",38,2.2,"f","falcifer","California, USA",NA,NA,NA,NA,NA,NA,NA,5880
1275,"Spotted Towhee","Passeriformes","Passerellidae","Pipilo","maculatus",39,3.6,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5880
1275,"Spotted Towhee","Passeriformes","Passerellidae","Pipilo","maculatus",40.9,2.1,"m","falcifer","California, USA",NA,NA,NA,NA,NA,NA,NA,5880
1276,"Eastern Towhee","Passeriformes","Passerellidae","Pipilo","erythrophthalmus",38.8,2.3,"f",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5870
1276,"Eastern Towhee","Passeriformes","Passerellidae","Pipilo","erythrophthalmus",41.3,2.4,"m",NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5870
1279,"Rufous-crowned Sparrow","Passeriformes","Passerellidae","Aimophila","ruficeps",18.1,1.3,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA,5800
1279,"Rufous-crowned Sparrow","Passeriformes","Passerellidae","Aimophila","ruficeps",19.3,1.5,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,5800
1284,"Canyon Towhee","Passeriformes","Passerellidae","Melozone","fusca",44.4,3.2,NA,NA,"Arizona, USA",1,"Pipilo fuscus",NA,NA,NA,NA,NA,5910
1286,"California Towhee","Passeriformes","Passerellidae","Melozone","crissalis",51.8,NA,"f","crissalis","California, USA",1,"Pipilo crissalis crissalis",NA,NA,NA,NA,NA,5911
1286,"California Towhee","Passeriformes","Passerellidae","Melozone","crissalis",53.9,NA,"m","crissalis","California, USA",1,"Pipilo crissalis crissalis",NA,NA,NA,NA,NA,5911
1287,"Abert's Towhee","Passeriformes","Passerellidae","Melozone","aberti",44.8,2.9,"f",NA,"Arizona, USA",1,"Pipilo aberti",NA,NA,NA,NA,NA,5920
1287,"Abert's Towhee","Passeriformes","Passerellidae","Melozone","aberti",47.1,3.3,"m",NA,"Arizona, USA",1,"Pipilo aberti",NA,NA,NA,NA,NA,5920
1289,"Rufous-winged Sparrow","Passeriformes","Passerellidae","Peucaea","carpalis",15.3,1,NA,NA,"Arizona, USA",1,"Aimophila carpalis",NA,NA,NA,NA,NA,5790
1293,"Botteri's Sparrow","Passeriformes","Passerellidae","Peucaea","botterii",19.9,1.9,NA,NA,"Arizona, USA",1,"Aimophila botterii",NA,NA,NA,NA,NA,5760
1294,"Cassin's Sparrow","Passeriformes","Passerellidae","Peucaea","cassinii",18.9,1.5,NA,NA,"Arizona, USA",1,"Aimophila cassinii",NA,NA,NA,NA,NA,5780
1295,"Bachman's Sparrow","Passeriformes","Passerellidae","Peucaea","aestivalis",18.4,2.2,NA,NA,"South Carolina, USA",1,"Aimophila aestivalis",NA,NA,NA,NA,NA,5750
1295,"Bachman's Sparrow","Passeriformes","Passerellidae","Peucaea","aestivalis",20.8,5.2,NA,NA,"Arkansas, USA",1,"Aimophila aestivalis",NA,NA,NA,NA,NA,5750
1297,"American Tree Sparrow","Passeriformes","Passerellidae","Spizelloides","arborea",17.1,1.8,"f",NA,"Canada",1,"Spizella arborea",NA,NA,NA,NA,NA,5590
1297,"American Tree Sparrow","Passeriformes","Passerellidae","Spizelloides","arborea",18.6,2,"m",NA,"Canada",1,"Spizella arborea",NA,NA,NA,NA,NA,5590
1298,"Chipping Sparrow","Passeriformes","Passerellidae","Spizella","passerina",12.2,0.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5600
1299,"Clay-colored Sparrow","Passeriformes","Passerellidae","Spizella","pallida",11.2,1.1,NA,NA,"Minnesota, USA",NA,NA,NA,NA,NA,NA,NA,5610
1300,"Brewer's Sparrow","Passeriformes","Passerellidae","Spizella","breweri",10.9,0.7,NA,NA,"Idaho, USA",NA,NA,NA,NA,NA,NA,NA,5620
1301,"Field Sparrow","Passeriformes","Passerellidae","Spizella","pusilla",12.5,0.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA,5630
1303,"Black-chinned Sparrow","Passeriformes","Passerellidae","Spizella","atrogularis",11.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5650
1304,"Vesper Sparrow","Passeriformes","Passerellidae","Pooecetes","gramineus",24.9,NA,"f",NA,"Michigan, USA",NA,NA,NA,NA,NA,NA,NA,5400
1304,"Vesper Sparrow","Passeriformes","Passerellidae","Pooecetes","gramineus",26.5,NA,"m",NA,"Michigan, USA",NA,NA,NA,NA,NA,NA,NA,5400
1305,"Lark Sparrow","Passeriformes","Passerellidae","Chondestes","grammacus",29,1.9,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA,5520
1307,"Black-throated Sparrow","Passeriformes","Passerellidae","Amphispiza","bilineata",13.5,1.2,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA,5730
1308,"Sagebrush Sparrow","Passeriformes","Passerellidae","Amphispiza","belli",15,NA,NA,"belli","California, USA",NA,NA,NA,NA,NA,NA,NA,NA
